file,change_type,line_number,content,conflict
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,133,".github/workflows/sync.yml,ADDITION,127,,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,134,".github/workflows/sync.yml,REMOVAL,87,""      # ── Step 4: Run sync script — fetch, simulate, generate CSV ──────────────"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,135,".github/workflows/sync.yml,ADDITION,141,      # ── Step 4: Ensure required labels exist ──────────────────────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,136,".github/workflows/sync.yml,ADDITION,142,      - name: Ensure labels exist,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,137,".github/workflows/sync.yml,ADDITION,143,        env:,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,138,".github/workflows/sync.yml,ADDITION,144,          GH_TOKEN: ${{ secrets.GITHUB_TOKEN }},false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,139,".github/workflows/sync.yml,ADDITION,145,        run: |,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,140,".github/workflows/sync.yml,ADDITION,146,""          gh label create """"sync-success""""  --color """"0075ca"""" --description """"Branch sync completed successfully""""          2>/dev/null || true"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,141,".github/workflows/sync.yml,ADDITION,147,""          gh label create """"sync-conflict"""" --color """"e4e669"""" --description """"Branch sync conflict — manual review needed""""  2>/dev/null || true"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,142,".github/workflows/sync.yml,ADDITION,148,""          echo """"✅ Labels ready"""""",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,143,".github/workflows/sync.yml,ADDITION,149,,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,144,".github/workflows/sync.yml,ADDITION,150,""      # ── Step 5: Run sync script — fetch, simulate, generate CSV ──────────────"",false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,145,".github/workflows/sync.yml,REMOVAL,95,      # ── Step 5: Check for changes and read conflict flag ─────────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,146,".github/workflows/sync.yml,ADDITION,158,      # ── Step 6: Check for changes and read conflict flag ─────────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,147,".github/workflows/sync.yml,REMOVAL,99,          # Check if CSV has actual content beyond the header,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,148,".github/workflows/sync.yml,REMOVAL,106,          # Read conflict flag,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,149,".github/workflows/sync.yml,REMOVAL,114,      # ── Step 6a: CLEAN PATH — merge directly into to_branch ──────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,150,".github/workflows/sync.yml,ADDITION,175,      # ── Step 7a: CLEAN PATH — merge directly into to_branch ──────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,151,".github/workflows/sync.yml,REMOVAL,134,      # ── Step 6b: CONFLICT PATH — raise a PR ──────────────────────────────────,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,152,".github/workflows/sync.yml,ADDITION,195,      # ── Step 7b: CONFLICT PATH — raise PR directly between the two branches ───,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,153,".github/workflows/sync.yml,ADDITION,196,      # No new branch created — PR raised directly from from_branch → to_branch,false",false
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,154,".github/workflows/sync.yml,ADDITION,198,        continue-on-error: true,false",false
