file,change_type,line_number,content,conflict
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,26,".github/workflows/sync.yml,REMOVAL,19,  # ── Manual: trigger for any branch combination ────────────────────────────,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,27,".github/workflows/sync.yml,ADDITION,27,  # ── Manual: override any variable for a single run ────────────────────────,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,28,".github/workflows/sync.yml,REMOVAL,23,        description: 'Source branch (changes come FROM here)',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,29,".github/workflows/sync.yml,REMOVAL,24,        required: true,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,30,".github/workflows/sync.yml,REMOVAL,25,        default: 'master',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,31,".github/workflows/sync.yml,ADDITION,31,        description: 'Source branch — leave blank to use FROM_BRANCH repo variable',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,32,".github/workflows/sync.yml,ADDITION,32,        required: false,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,33,".github/workflows/sync.yml,ADDITION,33,        default: '',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,34,".github/workflows/sync.yml,REMOVAL,27,        description: 'Target branch (changes go INTO here)',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,35,".github/workflows/sync.yml,REMOVAL,28,        required: true,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,36,".github/workflows/sync.yml,REMOVAL,29,        default: 'mod-release',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,37,".github/workflows/sync.yml,ADDITION,35,        description: 'Target branch — leave blank to use TO_BRANCH repo variable',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,38,".github/workflows/sync.yml,ADDITION,36,        required: false,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,39,".github/workflows/sync.yml,ADDITION,37,        default: '',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,40,".github/workflows/sync.yml,REMOVAL,31,        description: 'Branch where diff_summary.csv will be committed',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,41,".github/workflows/sync.yml,REMOVAL,32,        required: true,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,42,".github/workflows/sync.yml,REMOVAL,33,        default: 'mod-release',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,43,".github/workflows/sync.yml,ADDITION,39,        description: 'CSV branch — leave blank to use CSV_BRANCH repo variable',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,44,".github/workflows/sync.yml,ADDITION,40,        required: false,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,45,".github/workflows/sync.yml,ADDITION,41,        default: '',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,46,".github/workflows/sync.yml,REMOVAL,35,""        description: 'GitHub usernames to notify — comma separated (e.g. user1,user2)'"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,47,".github/workflows/sync.yml,ADDITION,43,        description: 'Notify users — leave blank to use NOTIFY_USERS repo variable',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,48,".github/workflows/sync.yml,REMOVAL,37,        default: 'YASWANTHBHERI',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,49,".github/workflows/sync.yml,ADDITION,45,        default: '',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,50,".github/workflows/sync.yml,REMOVAL,41,""    # For automatic trigger: only run when PR is actually merged, not just closed"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,51,".github/workflows/sync.yml,ADDITION,49,""    # Only run when PR is actually merged, not just closed"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,52,".github/workflows/sync.yml,REMOVAL,48,    # ── Environment variables — edit these defaults for your project ──────────,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,53,".github/workflows/sync.yml,REMOVAL,49,    env:,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,54,".github/workflows/sync.yml,REMOVAL,50,      DEFAULT_FROM_BRANCH: 'master',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,55,".github/workflows/sync.yml,REMOVAL,51,      DEFAULT_TO_BRANCH: 'mod-release',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,56,".github/workflows/sync.yml,REMOVAL,52,      DEFAULT_CSV_BRANCH: 'mod-release',false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,57,".github/workflows/sync.yml,REMOVAL,53,      DEFAULT_NOTIFY_USERS: 'YASWANTHBHERI'   # ← replace with your team's GitHub usernames,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,58,".github/workflows/sync.yml,REMOVAL,54,,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,59,".github/workflows/sync.yml,REMOVAL,56,      # ── Step 1: Resolve all configurable inputs ──────────────────────────────,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,60,".github/workflows/sync.yml,ADDITION,57,      # ── Step 1: Resolve inputs ────────────────────────────────────────────────,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,61,".github/workflows/sync.yml,ADDITION,58,      # Priority: workflow_dispatch input → GitHub repo variable,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,62,".github/workflows/sync.yml,ADDITION,59,      # If neither is set the step will fail with a clear error message,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,63,".github/workflows/sync.yml,ADDITION,63,          # Resolve from_branch,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,64,".github/workflows/sync.yml,ADDITION,64,""          if [ -n """"${{ github.event.inputs.from_branch }}"""" ]; then"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,65,".github/workflows/sync.yml,ADDITION,65,""            FROM=""""${{ github.event.inputs.from_branch }}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,66,".github/workflows/sync.yml,ADDITION,66,""          elif [ -n """"${{ vars.FROM_BRANCH }}"""" ]; then"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,67,".github/workflows/sync.yml,ADDITION,67,""            FROM=""""${{ vars.FROM_BRANCH }}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,68,".github/workflows/sync.yml,ADDITION,68,          else,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,69,".github/workflows/sync.yml,ADDITION,69,""            echo """"❌ ERROR: FROM_BRANCH is not set."""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,70,".github/workflows/sync.yml,ADDITION,70,""            echo """"   Go to: Settings → Secrets and variables → Actions → Variables"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,71,".github/workflows/sync.yml,ADDITION,71,""            echo """"   Add variable: FROM_BRANCH = <your branch name>"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,72,".github/workflows/sync.yml,ADDITION,72,            exit 1,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,73,".github/workflows/sync.yml,ADDITION,73,          fi,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,74,".github/workflows/sync.yml,ADDITION,74,,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,75,".github/workflows/sync.yml,ADDITION,75,          # Resolve to_branch,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,76,".github/workflows/sync.yml,ADDITION,76,""          if [ -n """"${{ github.event.inputs.to_branch }}"""" ]; then"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,77,".github/workflows/sync.yml,ADDITION,77,""            TO=""""${{ github.event.inputs.to_branch }}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,78,".github/workflows/sync.yml,ADDITION,78,""          elif [ -n """"${{ vars.TO_BRANCH }}"""" ]; then"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,79,".github/workflows/sync.yml,ADDITION,79,""            TO=""""${{ vars.TO_BRANCH }}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,80,".github/workflows/sync.yml,ADDITION,80,          else,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,81,".github/workflows/sync.yml,ADDITION,81,""            echo """"❌ ERROR: TO_BRANCH is not set."""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,82,".github/workflows/sync.yml,ADDITION,82,""            echo """"   Go to: Settings → Secrets and variables → Actions → Variables"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,83,".github/workflows/sync.yml,ADDITION,83,""            echo """"   Add variable: TO_BRANCH = <your branch name>"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,84,".github/workflows/sync.yml,ADDITION,84,            exit 1,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,85,".github/workflows/sync.yml,ADDITION,85,          fi,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,86,".github/workflows/sync.yml,ADDITION,86,,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,87,".github/workflows/sync.yml,ADDITION,87,          # Resolve csv_branch,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,88,".github/workflows/sync.yml,ADDITION,88,""          if [ -n """"${{ github.event.inputs.csv_branch }}"""" ]; then"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,89,".github/workflows/sync.yml,ADDITION,89,""            CSV=""""${{ github.event.inputs.csv_branch }}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,90,".github/workflows/sync.yml,ADDITION,90,""          elif [ -n """"${{ vars.CSV_BRANCH }}"""" ]; then"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,91,".github/workflows/sync.yml,ADDITION,91,""            CSV=""""${{ vars.CSV_BRANCH }}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,92,".github/workflows/sync.yml,ADDITION,92,          else,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,93,".github/workflows/sync.yml,ADDITION,93,""            echo """"❌ ERROR: CSV_BRANCH is not set."""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,94,".github/workflows/sync.yml,ADDITION,94,""            echo """"   Go to: Settings → Secrets and variables → Actions → Variables"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,95,".github/workflows/sync.yml,ADDITION,95,""            echo """"   Add variable: CSV_BRANCH = <your branch name>"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,96,".github/workflows/sync.yml,ADDITION,96,            exit 1,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,97,".github/workflows/sync.yml,ADDITION,97,          fi,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,98,".github/workflows/sync.yml,ADDITION,98,,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,99,".github/workflows/sync.yml,ADDITION,99,          # Resolve notify_users (optional — empty is allowed),false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,100,".github/workflows/sync.yml,ADDITION,100,""          if [ -n """"${{ github.event.inputs.notify_users }}"""" ]; then"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,101,".github/workflows/sync.yml,ADDITION,101,""            NOTIFY=""""${{ github.event.inputs.notify_users }}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,102,".github/workflows/sync.yml,ADDITION,102,          else,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,103,".github/workflows/sync.yml,ADDITION,103,""            NOTIFY=""""${{ vars.NOTIFY_USERS }}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,104,".github/workflows/sync.yml,ADDITION,104,          fi,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,105,".github/workflows/sync.yml,ADDITION,105,,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,106,".github/workflows/sync.yml,ADDITION,106,          # Resolve PR number,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,107,".github/workflows/sync.yml,REMOVAL,61,""            echo """"from_branch=${{ github.event.inputs.from_branch }}"""" >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,108,".github/workflows/sync.yml,REMOVAL,62,""            echo """"to_branch=${{ github.event.inputs.to_branch }}""""     >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,109,".github/workflows/sync.yml,REMOVAL,63,""            echo """"csv_branch=${{ github.event.inputs.csv_branch }}""""   >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,110,".github/workflows/sync.yml,REMOVAL,64,""            echo """"notify_users=${{ github.event.inputs.notify_users }}"""" >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,111,".github/workflows/sync.yml,REMOVAL,65,""            echo """"pr_number=manual-$(date +%s)""""                       >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,112,".github/workflows/sync.yml,ADDITION,108,""            PR=""""manual-$(date +%s)"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,113,".github/workflows/sync.yml,REMOVAL,67,""            echo """"from_branch=${{ github.event.pull_request.base.ref }}"""" >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,114,".github/workflows/sync.yml,REMOVAL,68,""            echo """"to_branch=${DEFAULT_TO_BRANCH}""""                         >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,115,".github/workflows/sync.yml,REMOVAL,69,""            echo """"csv_branch=${DEFAULT_CSV_BRANCH}""""                       >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,116,".github/workflows/sync.yml,REMOVAL,70,""            echo """"notify_users=${DEFAULT_NOTIFY_USERS}""""                   >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,117,".github/workflows/sync.yml,REMOVAL,71,""            echo """"pr_number=${{ github.event.pull_request.number }}""""      >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,118,".github/workflows/sync.yml,ADDITION,110,""            PR=""""${{ github.event.pull_request.number }}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,119,".github/workflows/sync.yml,ADDITION,113,""          echo """"from_branch=${FROM}""""    >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,120,".github/workflows/sync.yml,ADDITION,114,""          echo """"to_branch=${TO}""""        >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,121,".github/workflows/sync.yml,ADDITION,115,""          echo """"csv_branch=${CSV}""""      >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,122,".github/workflows/sync.yml,ADDITION,116,""          echo """"notify_users=${NOTIFY}"""" >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,123,".github/workflows/sync.yml,ADDITION,117,""          echo """"pr_number=${PR}""""        >> $GITHUB_OUTPUT"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,124,".github/workflows/sync.yml,ADDITION,118,,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,125,".github/workflows/sync.yml,ADDITION,119,""          echo """"━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,126,".github/workflows/sync.yml,ADDITION,120,""          echo """" Resolved config:"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,127,".github/workflows/sync.yml,ADDITION,121,""          echo """"  from_branch  = ${FROM}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,128,".github/workflows/sync.yml,ADDITION,122,""          echo """"  to_branch    = ${TO}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,129,".github/workflows/sync.yml,ADDITION,123,""          echo """"  csv_branch   = ${CSV}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,130,".github/workflows/sync.yml,ADDITION,124,""          echo """"  notify_users = ${NOTIFY}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,131,".github/workflows/sync.yml,ADDITION,125,""          echo """"  pr_number    = ${PR}"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,132,".github/workflows/sync.yml,ADDITION,126,""          echo """"━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,133,".github/workflows/sync.yml,ADDITION,127,,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,134,".github/workflows/sync.yml,REMOVAL,87,""      # ── Step 4: Run sync script — fetch, simulate, generate CSV ──────────────"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,135,".github/workflows/sync.yml,ADDITION,141,      # ── Step 4: Ensure required labels exist ──────────────────────────────────,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,136,".github/workflows/sync.yml,ADDITION,142,      - name: Ensure labels exist,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,137,".github/workflows/sync.yml,ADDITION,143,        env:,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,138,".github/workflows/sync.yml,ADDITION,144,          GH_TOKEN: ${{ secrets.GITHUB_TOKEN }},false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,139,".github/workflows/sync.yml,ADDITION,145,        run: |,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,140,".github/workflows/sync.yml,ADDITION,146,""          gh label create """"sync-success""""  --color """"0075ca"""" --description """"Branch sync completed successfully""""          2>/dev/null || true"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,141,".github/workflows/sync.yml,ADDITION,147,""          gh label create """"sync-conflict"""" --color """"e4e669"""" --description """"Branch sync conflict — manual review needed""""  2>/dev/null || true"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,142,".github/workflows/sync.yml,ADDITION,148,""          echo """"✅ Labels ready"""""",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,143,".github/workflows/sync.yml,ADDITION,149,,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,144,".github/workflows/sync.yml,ADDITION,150,""      # ── Step 5: Run sync script — fetch, simulate, generate CSV ──────────────"",false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,145,".github/workflows/sync.yml,REMOVAL,95,      # ── Step 5: Check for changes and read conflict flag ─────────────────────,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,146,".github/workflows/sync.yml,ADDITION,158,      # ── Step 6: Check for changes and read conflict flag ─────────────────────,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,147,".github/workflows/sync.yml,REMOVAL,99,          # Check if CSV has actual content beyond the header,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,148,".github/workflows/sync.yml,REMOVAL,106,          # Read conflict flag,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,149,".github/workflows/sync.yml,REMOVAL,114,      # ── Step 6a: CLEAN PATH — merge directly into to_branch ──────────────────,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,150,".github/workflows/sync.yml,ADDITION,175,      # ── Step 7a: CLEAN PATH — merge directly into to_branch ──────────────────,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,151,".github/workflows/sync.yml,REMOVAL,134,      # ── Step 6b: CONFLICT PATH — raise a PR ──────────────────────────────────,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,152,".github/workflows/sync.yml,ADDITION,195,      # ── Step 7b: CONFLICT PATH — raise PR directly between the two branches ───,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,153,".github/workflows/sync.yml,ADDITION,196,      # No new branch created — PR raised directly from from_branch → to_branch,false",true
.github/sync-diffs/PR-11-master-to-mod-release-diff_summary.csv,REMOVAL,154,".github/workflows/sync.yml,ADDITION,198,        continue-on-error: true,false",true
